HGNC_Symbol,dataset,LFC,p
HPRT1,PietersenAllParvalbumin,-0.29,0.69639
HPRT1,PietersenAllPyramidal,-0.59,0.49171
HPRT1,PietersenFemaleParvalbumin,-0.42,0.52381
HPRT1,PietersenFemalePyramidal,-0.05,0.71702
HPRT1,PietersenMaleParvalbumin,-0.16,0.39744
HPRT1,PietersenMalePyramidal,-1.28,0.2411
CTSL,hiPSC_Neuron,-0.21,0.0222
CTSL,BloodmRNA,1.49,0.0764
CTSL,DISC1_RNA,-1.28,0.00111
CTSL,gandalMicro,-0.01,0.66685
CTSL,gandalRNAseq,-0.01,0.68031
CTSL,hiPSC_NPC1,0.02,0.82132
CTSL,MtSinaiACC,-0.14,0.20292
CTSL,MtSinaiDLPFC,0.04,0.76569
CTSL,MtSinaiMTA,0.02,0.86017
CTSL,MtSinaiTPA,0.08,0.50364
CTSL,Stanley,-0.03,0.36854
CTSL,CommonMind_DLPFC,-0.01,0.5051
CTSL,Deep_Neurons,0.08,0.63903
CTSL,Superficial_Neurons,0.06,0.73183
CTSL,Superficial_Deep_Neurons,0.14,0.5838
CTSL,Lewis_2017_L3,-0.1,0.6189
CTSL,Lewis_2017_L5,-0.43,0.05178
CTSL,Lewis_2015_L3,-0.24,3.4e-4
CTSL,Lewis_2015_L5,-0.25,1.8e-4
CTSL,barnesAll,-0.11,0.21055
CTSL,barnesFemale,-0.01,0.92125
CTSL,barnesMale,-0.19,0.15369
CTSL,Iwamoto_BA10_SCZ,-0.17,0.15691
CTSL,Iwamoto_BA46_SCZ,-0.05,0.42877
CTSL,MaycoxAll,-0.01,0.92969
CTSL,MaycoxFemale,0.05,0.59405
CTSL,MaycoxMale,-0.02,0.86761
CTSL,PietersenAllParvalbumin,-0.27,0.72492
CTSL,PietersenAllPyramidal,0.6,0.4247
CTSL,PietersenFemaleParvalbumin,0.21,0.84969
CTSL,PietersenFemalePyramidal,0.84,0.42716
CTSL,PietersenMaleParvalbumin,-0.74,0.49181
CTSL,PietersenMalePyramidal,0.3,0.7767
SKP1,hiPSC_Neuron,-0.14,0.0236
SKP1,BloodmRNA,0.1,0.468
SKP1,DISC1_RNA,-0.39,0.07722
SKP1,gandalMicro,0.03,0.40479
SKP1,gandalRNAseq,-0.05,0.00449
SKP1,hiPSC_NPC1,-0.02,0.6865
SKP1,MtSinaiACC,0.14,0.09703
SKP1,MtSinaiDLPFC,-0.03,0.73191
SKP1,MtSinaiMTA,0.16,0.05219
SKP1,MtSinaiTPA,0.12,0.131
SKP1,Stanley,-0.07,0.03805
SKP1,CommonMind_DLPFC,-0.04,0.00144
SKP1,Deep_Neurons,0.1,0.64803
SKP1,Superficial_Neurons,0.14,0.53468
SKP1,Superficial_Deep_Neurons,0.24,0.46514
SKP1,Lewis_2017_L3,-0.23,0.00124
SKP1,Lewis_2017_L5,-0.2,0.00776
SKP1,Lewis_2015_L3,-0.17,0.00726
SKP1,Lewis_2015_L5,-0.2,0.00197
SKP1,barnesAll,-0.05,0.60607
SKP1,barnesFemale,-0.14,0.30152
SKP1,barnesMale,0.02,0.81498
SKP1,Iwamoto_BA10_SCZ,0.03,0.89218
SKP1,Iwamoto_BA46_SCZ,-0.03,0.69548
SKP1,MaycoxAll,-0.04,0.51847
SKP1,MaycoxFemale,-0.09,0.39794
SKP1,MaycoxMale,-0.02,0.80184
SKP1,PietersenAllParvalbumin,-0.44,0.54423
SKP1,PietersenAllPyramidal,-0.3,0.66041
SKP1,PietersenFemaleParvalbumin,-0.3,0.76555
SKP1,PietersenFemalePyramidal,-0.26,0.76292
SKP1,PietersenMaleParvalbumin,-0.57,0.58341
SKP1,PietersenMalePyramidal,-0.34,0.72983
RRAGA,hiPSC_Neuron,-0.16,0.0275
RRAGA,BloodmRNA,0.02,0.881
RRAGA,DISC1_RNA,-0.09,0.70405
RRAGA,gandalMicro,-0.05,0.00189
RRAGA,gandalRNAseq,-0.06,0.00407
RRAGA,hiPSC_NPC1,-0.04,0.5495
RRAGA,MtSinaiACC,0.12,0.36283
RRAGA,MtSinaiDLPFC,-0.21,0.06685
RRAGA,MtSinaiMTA,0.09,0.48029
RRAGA,MtSinaiTPA,-0.06,0.64469
RRAGA,Stanley,-0.08,0.26551
RRAGA,CommonMind_DLPFC,-0.02,0.1001
RRAGA,Deep_Neurons,0.01,0.91219
RRAGA,Superficial_Neurons,0.01,0.9474
RRAGA,Superficial_Deep_Neurons,0.02,0.9054
RRAGA,Lewis_2017_L3,-0.17,0.06493
RRAGA,Lewis_2017_L5,-0.05,0.59998
RRAGA,Lewis_2015_L3,-0.12,0.07564
RRAGA,Lewis_2015_L5,-0.21,0.00278
RRAGA,barnesAll,-0.1,0.42331
RRAGA,barnesFemale,-0.22,0.24012
RRAGA,barnesMale,-0.01,0.95955
RRAGA,Iwamoto_BA10_SCZ,-0.02,0.82766
RRAGA,Iwamoto_BA46_SCZ,-0.07,0.35164
RRAGA,MaycoxAll,-0.04,0.58051
RRAGA,MaycoxFemale,-0.16,0.3022
RRAGA,MaycoxMale,0.03,0.75534
RRAGA,PietersenAllParvalbumin,-0.75,0.3281
RRAGA,PietersenAllPyramidal,0.23,0.7534
RRAGA,PietersenFemaleParvalbumin,-0.14,0.90148
RRAGA,PietersenFemalePyramidal,0.39,0.7111
RRAGA,PietersenMaleParvalbumin,-1.36,0.20979
RRAGA,PietersenMalePyramidal,0.03,0.97904
SMARCC1,hiPSC_Neuron,0.16,0.02871
SMARCC1,BloodmRNA,NA,NA
SMARCC1,DISC1_RNA,-0.12,0.53481
SMARCC1,gandalMicro,0.02,0.20384
SMARCC1,gandalRNAseq,0.03,0.06984
SMARCC1,hiPSC_NPC1,0.09,0.20137
SMARCC1,MtSinaiACC,-1.17,2.1e-4
SMARCC1,MtSinaiDLPFC,0.44,0.04093
SMARCC1,MtSinaiMTA,0.77,0.01046
SMARCC1,MtSinaiTPA,0.76,0.05157
SMARCC1,Stanley,0,0.91788
SMARCC1,CommonMind_DLPFC,-0.02,0.1951
SMARCC1,Deep_Neurons,0.01,0.94158
SMARCC1,Superficial_Neurons,-0.01,0.95621
SMARCC1,Superficial_Deep_Neurons,0,0.99122
SMARCC1,Lewis_2017_L3,-0.01,0.97365
SMARCC1,Lewis_2017_L5,0.26,0.24849
SMARCC1,Lewis_2015_L3,0.09,0.62294
SMARCC1,Lewis_2015_L5,0.57,0.00129
SMARCC1,barnesAll,0.07,0.54408
SMARCC1,barnesFemale,0.2,0.2042
SMARCC1,barnesMale,-0.03,0.65447
SMARCC1,Iwamoto_BA10_SCZ,0.08,0.60439
SMARCC1,Iwamoto_BA46_SCZ,-0.08,0.37246
SMARCC1,MaycoxAll,0.02,0.8193
SMARCC1,MaycoxFemale,0.09,0.57474
SMARCC1,MaycoxMale,-0.02,0.69792
SMARCC1,PietersenAllParvalbumin,-0.11,0.59772
SMARCC1,PietersenAllPyramidal,0.04,0.5327
SMARCC1,PietersenFemaleParvalbumin,0.51,0.58592
SMARCC1,PietersenFemalePyramidal,0.63,0.34616
SMARCC1,PietersenMaleParvalbumin,-0.73,0.37963
SMARCC1,PietersenMalePyramidal,-0.69,0.45138
UBE2J1,hiPSC_Neuron,-0.17,0.029
UBE2J1,BloodmRNA,-0.37,0.159
UBE2J1,DISC1_RNA,-0.41,0.08403
UBE2J1,gandalMicro,0,0.84005
UBE2J1,gandalRNAseq,-0.02,0.27195
UBE2J1,hiPSC_NPC1,-0.04,0.64163
UBE2J1,MtSinaiACC,-0.09,0.44151
UBE2J1,MtSinaiDLPFC,1.2,0.36365
UBE2J1,MtSinaiMTA,0.03,0.8302
UBE2J1,MtSinaiTPA,-0.26,0.01288
UBE2J1,Stanley,0.01,0.49646
UBE2J1,CommonMind_DLPFC,-0.01,0.3275
UBE2J1,Deep_Neurons,0,0.97887
UBE2J1,Superficial_Neurons,0.01,0.9
UBE2J1,Superficial_Deep_Neurons,0.01,0.91706
UBE2J1,Lewis_2017_L3,0.15,0.3694
UBE2J1,Lewis_2017_L5,0.19,0.27383
UBE2J1,Lewis_2015_L3,-0.3,0.03794
UBE2J1,Lewis_2015_L5,-0.78,0
UBE2J1,barnesAll,0.04,0.38943
UBE2J1,barnesFemale,0.07,0.39999
UBE2J1,barnesMale,0.02,0.6206
UBE2J1,Iwamoto_BA10_SCZ,0.09,0.46112
UBE2J1,Iwamoto_BA46_SCZ,0.02,0.23417
UBE2J1,MaycoxAll,0.06,0.13446
UBE2J1,MaycoxFemale,0.12,0.20801
UBE2J1,MaycoxMale,0.01,0.317
UBE2J1,PietersenAllParvalbumin,-0.13,0.32657
UBE2J1,PietersenAllPyramidal,-0.31,0.34383
UBE2J1,PietersenFemaleParvalbumin,0.26,0.54623
UBE2J1,PietersenFemalePyramidal,0.09,0.34954
UBE2J1,PietersenMaleParvalbumin,-0.53,0.38707
UBE2J1,PietersenMalePyramidal,-0.82,0.24279
GNAS,hiPSC_Neuron,-0.21,0.03042
GNAS,BloodmRNA,-0.43,0.013
GNAS,DISC1_RNA,0.11,0.64961
GNAS,gandalMicro,-0.02,0.07545
GNAS,gandalRNAseq,-0.05,0.02139
GNAS,hiPSC_NPC1,0.05,0.63883
GNAS,MtSinaiACC,0.14,0.14452
GNAS,MtSinaiDLPFC,0.01,0.88065
GNAS,MtSinaiMTA,0.26,0.003
GNAS,MtSinaiTPA,0.18,0.03639
GNAS,Stanley,-0.02,0.23993
GNAS,CommonMind_DLPFC,0,0.7756
GNAS,Deep_Neurons,0.03,0.77232
GNAS,Superficial_Neurons,0.01,0.92352
GNAS,Superficial_Deep_Neurons,0.05,0.79583
GNAS,Lewis_2017_L3,-0.04,0.35719
GNAS,Lewis_2017_L5,0.07,0.19259
GNAS,Lewis_2015_L3,0.04,0.46266
GNAS,Lewis_2015_L5,0.04,0.41856
GNAS,barnesAll,-0.05,0.56166
GNAS,barnesFemale,0.05,0.52659
GNAS,barnesMale,-0.05,0.6958
GNAS,Iwamoto_BA10_SCZ,-0.02,0.39292
GNAS,Iwamoto_BA46_SCZ,0.04,0.46309
GNAS,MaycoxAll,0.07,0.42311
GNAS,MaycoxFemale,0.12,0.51748
GNAS,MaycoxMale,0.05,0.63341
GNAS,PietersenAllParvalbumin,-0.2,0.53825
GNAS,PietersenAllPyramidal,-0.22,0.33076
GNAS,PietersenFemaleParvalbumin,-0.12,0.50805
GNAS,PietersenFemalePyramidal,-0.09,0.52528
GNAS,PietersenMaleParvalbumin,-0.28,0.62611000000000006
GNAS,PietersenMalePyramidal,-0.39,0.33517
NUDT9,hiPSC_Neuron,-0.13,0.03048
NUDT9,BloodmRNA,-0.33,0.154
NUDT9,DISC1_RNA,-0.44,0.11391
NUDT9,gandalMicro,-0.02,0.20691
NUDT9,gandalRNAseq,-0.02,0.76846
NUDT9,hiPSC_NPC1,0.04,0.47038
NUDT9,MtSinaiACC,0.2,0.18277
NUDT9,MtSinaiDLPFC,0.02,0.8349
NUDT9,MtSinaiMTA,0.16,0.19203
NUDT9,MtSinaiTPA,0.18,0.12307
NUDT9,Stanley,-0.08,0.06532
NUDT9,CommonMind_DLPFC,-0.02,0.1405
NUDT9,Deep_Neurons,-0.03,0.72391
NUDT9,Superficial_Neurons,-0.04,0.68432
NUDT9,Superficial_Deep_Neurons,-0.07,0.60674
NUDT9,Lewis_2017_L3,-0.05,0.82299
NUDT9,Lewis_2017_L5,-0.26,0.23227
NUDT9,Lewis_2015_L3,-0.27,0.04434
NUDT9,Lewis_2015_L5,-0.17,0.21048
NUDT9,barnesAll,-0.08,0.39522
NUDT9,barnesFemale,-0.13,0.38457
NUDT9,barnesMale,-0.05,0.71511
NUDT9,Iwamoto_BA10_SCZ,NA,NA
NUDT9,Iwamoto_BA46_SCZ,-0.03,0.71545
NUDT9,MaycoxAll,0.08,0.2666
NUDT9,MaycoxFemale,0.23,0.038
NUDT9,MaycoxMale,-0.03,0.78739
NUDT9,PietersenAllParvalbumin,-0.58,0.44193
NUDT9,PietersenAllPyramidal,-0.65,0.31217
NUDT9,PietersenFemaleParvalbumin,-0.64,0.58587
NUDT9,PietersenFemalePyramidal,-0.56,0.53531
NUDT9,PietersenMaleParvalbumin,-0.52,0.5783
NUDT9,PietersenMalePyramidal,-0.77,0.44823
GSTM2,hiPSC_Neuron,-0.26,0.03188
GSTM2,BloodmRNA,0.36,0.199
GSTM2,DISC1_RNA,-0.43,0.20485
GSTM2,gandalMicro,0.12,6.5e-4
GSTM2,gandalRNAseq,-0.09,0.00308
GSTM2,hiPSC_NPC1,-0.15,0.23614
GSTM2,MtSinaiACC,0.06,0.80575
GSTM2,MtSinaiDLPFC,-0.08,0.68409
GSTM2,MtSinaiMTA,-0.01,0.94582
GSTM2,MtSinaiTPA,0.09,0.71207
GSTM2,Stanley,0.09,0.10193
GSTM2,CommonMind_DLPFC,-0.04,0.1385
GSTM2,Deep_Neurons,-0.09,0.29693
GSTM2,Superficial_Neurons,-0.09,0.30822
GSTM2,Superficial_Deep_Neurons,-0.18,0.16489
GSTM2,Lewis_2017_L3,0.07,0.10292
GSTM2,Lewis_2017_L5,0.05,0.23084
GSTM2,Lewis_2015_L3,0.11,0.41506
GSTM2,Lewis_2015_L5,0.06,0.6571
GSTM2,barnesAll,0.08,0.63029
GSTM2,barnesFemale,0.22,0.43641
GSTM2,barnesMale,-0.02,0.93544
GSTM2,Iwamoto_BA10_SCZ,-0.14,0.33627
GSTM2,Iwamoto_BA46_SCZ,0.1,0.38798
GSTM2,MaycoxAll,0.05,0.63823
GSTM2,MaycoxFemale,0.36,0.0337
GSTM2,MaycoxMale,-0.1,0.44038
GSTM2,PietersenAllParvalbumin,0.13,0.84948
GSTM2,PietersenAllPyramidal,0.33,0.53714
GSTM2,PietersenFemaleParvalbumin,0.95,0.29158
GSTM2,PietersenFemalePyramidal,0.73,0.41509
GSTM2,PietersenMaleParvalbumin,-0.7,0.51563
GSTM2,PietersenMalePyramidal,0.2,0.83786
CTNND1,hiPSC_Neuron,0.16,0.03262
CTNND1,BloodmRNA,0.37,0.0387
CTNND1,DISC1_RNA,0.56,0.00677
CTNND1,gandalMicro,-0.01,0.5312
CTNND1,gandalRNAseq,-0.04,0.28938
CTNND1,hiPSC_NPC1,-0.03,0.71263
CTNND1,MtSinaiACC,0.02,0.89223
CTNND1,MtSinaiDLPFC,-0.17,0.23842
CTNND1,MtSinaiMTA,-0.02,0.89365000000000006
CTNND1,MtSinaiTPA,-0.09,0.54133
CTNND1,Stanley,-0.03,0.20462
CTNND1,CommonMind_DLPFC,0,0.9243
CTNND1,Deep_Neurons,0,0.99294
CTNND1,Superficial_Neurons,-0.01,0.92653
CTNND1,Superficial_Deep_Neurons,-0.01,0.94469
CTNND1,Lewis_2017_L3,0.03,0.81159
CTNND1,Lewis_2017_L5,0.01,0.94096
CTNND1,Lewis_2015_L3,0.03,0.87854
CTNND1,Lewis_2015_L5,0.2,0.22932
CTNND1,barnesAll,0.06,0.15305
CTNND1,barnesFemale,0.04,0.27239
CTNND1,barnesMale,0.08,0.36187
CTNND1,Iwamoto_BA10_SCZ,0.33,0.12481
CTNND1,Iwamoto_BA46_SCZ,0.02,0.43356
CTNND1,MaycoxAll,-0.04,0.31343
CTNND1,MaycoxFemale,-0.02,0.47157
CTNND1,MaycoxMale,-0.04,0.40416
CTNND1,PietersenAllParvalbumin,0.41,0.44754
CTNND1,PietersenAllPyramidal,-0.06,0.61799
CTNND1,PietersenFemaleParvalbumin,0.79,0.30819
CTNND1,PietersenFemalePyramidal,0.14,0.7023
CTNND1,PietersenMaleParvalbumin,0.03,0.85488
CTNND1,PietersenMalePyramidal,-0.32,0.58971
REEP5,hiPSC_Neuron,-0.19,0.03569
REEP5,BloodmRNA,0.02,0.909
REEP5,DISC1_RNA,0.14,0.59641
REEP5,gandalMicro,-0.03,0.0397
REEP5,gandalRNAseq,-0.04,0.28212
REEP5,hiPSC_NPC1,-0.08,0.38158
REEP5,MtSinaiACC,0.31,0.12038
REEP5,MtSinaiDLPFC,-0.13,0.48231
REEP5,MtSinaiMTA,-0.03,0.88582
REEP5,MtSinaiTPA,0,0.98005
REEP5,Stanley,-0.11,0.02373
REEP5,CommonMind_DLPFC,-0.03,0.014
REEP5,Deep_Neurons,0,0.97579
REEP5,Superficial_Neurons,-0.01,0.92421
REEP5,Superficial_Deep_Neurons,-0.01,0.96388
REEP5,Lewis_2017_L3,0,0.92784
REEP5,Lewis_2017_L5,-0.03,0.5274
REEP5,Lewis_2015_L3,-0.06,0.38937
REEP5,Lewis_2015_L5,-0.1,0.15135
REEP5,barnesAll,-0.1,0.51945
REEP5,barnesFemale,-0.2,0.3713
REEP5,barnesMale,-0.03,0.88104
REEP5,Iwamoto_BA10_SCZ,-0.14,0.37282
REEP5,Iwamoto_BA46_SCZ,-0.1,0.21794
REEP5,MaycoxAll,-0.05,0.66006
REEP5,MaycoxFemale,-0.14,0.53244
REEP5,MaycoxMale,-0.05,0.61318
REEP5,PietersenAllParvalbumin,-0.4,0.53069
REEP5,PietersenAllPyramidal,-0.17,0.6118
REEP5,PietersenFemaleParvalbumin,-0.23,0.81212
REEP5,PietersenFemalePyramidal,-0.3,0.67031
REEP5,PietersenMaleParvalbumin,-0.56,0.52395
REEP5,PietersenMalePyramidal,-0.01,0.7579
SLC35A3,hiPSC_Neuron,-0.14,0.03644
SLC35A3,BloodmRNA,0.01,0.914
SLC35A3,DISC1_RNA,-0.26,0.52551
SLC35A3,gandalMicro,0.01,0.64365000000000006
SLC35A3,gandalRNAseq,0.01,0.68199
SLC35A3,hiPSC_NPC1,-0.04,0.57912
SLC35A3,MtSinaiACC,-0.39,0.06054
SLC35A3,MtSinaiDLPFC,0.07,0.77294
SLC35A3,MtSinaiMTA,-0.4,0.03595
SLC35A3,MtSinaiTPA,-0.17,0.19217
SLC35A3,Stanley,0.05,0.11054
SLC35A3,CommonMind_DLPFC,-0.01,0.6675
SLC35A3,Deep_Neurons,0.06,0.44227
SLC35A3,Superficial_Neurons,0.07,0.39765
SLC35A3,Superficial_Deep_Neurons,0.14,0.27552
SLC35A3,Lewis_2017_L3,-0.03,0.88018
SLC35A3,Lewis_2017_L5,0.15,0.3851
SLC35A3,Lewis_2015_L3,0.17,0.27293
SLC35A3,Lewis_2015_L5,-0.16,0.31061
SLC35A3,barnesAll,-0.02,0.26451
SLC35A3,barnesFemale,-0.04,0.55231
SLC35A3,barnesMale,0.01,0.35368
SLC35A3,Iwamoto_BA10_SCZ,-0.12,0.36596
SLC35A3,Iwamoto_BA46_SCZ,0.14,0.35693
SLC35A3,MaycoxAll,-0.06,0.35431
SLC35A3,MaycoxFemale,-0.04,0.39949
SLC35A3,MaycoxMale,-0.1,0.47786
SLC35A3,PietersenAllParvalbumin,0.56,0.10634
SLC35A3,PietersenAllPyramidal,-0.17,0.73421
SLC35A3,PietersenFemaleParvalbumin,1.16,0.16652
SLC35A3,PietersenFemalePyramidal,-0.37,0.32532
SLC35A3,PietersenMaleParvalbumin,-0.04,0.37925
SLC35A3,PietersenMalePyramidal,0.09,0.49171
RRP8,hiPSC_Neuron,0.16,0.0386
RRP8,BloodmRNA,-0.12,0.195
RRP8,DISC1_RNA,0.36,0.1513
RRP8,gandalMicro,0.03,0.10957
RRP8,gandalRNAseq,0.04,0.00327
RRP8,hiPSC_NPC1,0.04,0.62036
RRP8,MtSinaiACC,0.02,0.92428
RRP8,MtSinaiDLPFC,0.26,0.24149
RRP8,MtSinaiMTA,0.04,0.79282
RRP8,MtSinaiTPA,-0.15,0.28488
RRP8,Stanley,0.02,0.12311
RRP8,CommonMind_DLPFC,0.03,0.03269
RRP8,Deep_Neurons,0.09,0.28264
RRP8,Superficial_Neurons,0.11,0.22375
RRP8,Superficial_Deep_Neurons,0.21,0.12277
RRP8,Lewis_2017_L3,0.08,0.66782
RRP8,Lewis_2017_L5,-0.03,0.89488
RRP8,Lewis_2015_L3,0.24,0.12604
RRP8,Lewis_2015_L5,-0.26,0.10079
RRP8,barnesAll,0.01,0.4151
RRP8,barnesFemale,-0.03,0.51803
RRP8,barnesMale,0.03,0.66239
RRP8,Iwamoto_BA10_SCZ,-0.1,0.80675
RRP8,Iwamoto_BA46_SCZ,0.24,0.09803
RRP8,MaycoxAll,0.06,0.22997
RRP8,MaycoxFemale,0.05,0.61633
RRP8,MaycoxMale,0.09,0.28484
RRP8,PietersenAllParvalbumin,0.13,0.47691
RRP8,PietersenAllPyramidal,-0.85,0.0977
RRP8,PietersenFemaleParvalbumin,0.38,0.36181
RRP8,PietersenFemalePyramidal,-0.62,0.37657
RRP8,PietersenMaleParvalbumin,-0.13,0.69013
RRP8,PietersenMalePyramidal,-1.14,0.10705
CTNNAL1,hiPSC_Neuron,-0.24,0.04313
CTNNAL1,BloodmRNA,0.19,0.199
CTNNAL1,DISC1_RNA,-0.68,0.08021
CTNNAL1,gandalMicro,-0.06,0.01291
CTNNAL1,gandalRNAseq,-0.1,4.1e-4
CTNNAL1,hiPSC_NPC1,0.11,0.33299
CTNNAL1,MtSinaiACC,0.05,0.70225
CTNNAL1,MtSinaiDLPFC,0.02,0.93469
CTNNAL1,MtSinaiMTA,-0.12,0.27831
CTNNAL1,MtSinaiTPA,-0.03,0.80366
CTNNAL1,Stanley,0.02,0.69247
CTNNAL1,CommonMind_DLPFC,-0.05,0.0043
CTNNAL1,Deep_Neurons,0.05,0.37368
CTNNAL1,Superficial_Neurons,0.04,0.48764
CTNNAL1,Superficial_Deep_Neurons,0.09,0.28594
CTNNAL1,Lewis_2017_L3,-0.03,0.81069
CTNNAL1,Lewis_2017_L5,0.14,0.20681
CTNNAL1,Lewis_2015_L3,-0.14,0.18525
CTNNAL1,Lewis_2015_L5,0.03,0.81126
CTNNAL1,barnesAll,0.1,0.22957
CTNNAL1,barnesFemale,0,0.99117
CTNNAL1,barnesMale,0.2,0.09505
CTNNAL1,Iwamoto_BA10_SCZ,0.03,0.82194
CTNNAL1,Iwamoto_BA46_SCZ,-0.02,0.81472
CTNNAL1,MaycoxAll,-0.03,0.65662
CTNNAL1,MaycoxFemale,-0.04,0.73921
CTNNAL1,MaycoxMale,0,0.98922
CTNNAL1,PietersenAllParvalbumin,-0.6,0.43289
CTNNAL1,PietersenAllPyramidal,-0.07,0.91525
CTNNAL1,PietersenFemaleParvalbumin,0.1,0.91116
CTNNAL1,PietersenFemalePyramidal,0.32,0.74342
CTNNAL1,PietersenMaleParvalbumin,-1.31,0.30321
CTNNAL1,PietersenMalePyramidal,-0.57,0.5703
WDTC1,hiPSC_Neuron,-0.12,0.04326
WDTC1,BloodmRNA,0.46,1e-5
WDTC1,DISC1_RNA,-0.54,0.01053
WDTC1,gandalMicro,-0.02,0.1404
WDTC1,gandalRNAseq,0,0.92218
WDTC1,hiPSC_NPC1,-0.04,0.54159
WDTC1,MtSinaiACC,-0.02,0.88906
WDTC1,MtSinaiDLPFC,-0.04,0.76586
WDTC1,MtSinaiMTA,0.06,0.63924
WDTC1,MtSinaiTPA,-0.03,0.80586
WDTC1,Stanley,0,0.96829
WDTC1,CommonMind_DLPFC,-0.03,0.01849
WDTC1,Deep_Neurons,-0.04,0.65689
WDTC1,Superficial_Neurons,-0.03,0.74658
WDTC1,Superficial_Deep_Neurons,-0.07,0.60453
WDTC1,Lewis_2017_L3,-0.04,0.83543
WDTC1,Lewis_2017_L5,-0.16,0.47921
WDTC1,Lewis_2015_L3,0.21,0.07728
WDTC1,Lewis_2015_L5,0.2,0.10788
WDTC1,barnesAll,0.22,0.62494
WDTC1,barnesFemale,0.65,0.34999
WDTC1,barnesMale,-0.32,0.64549
WDTC1,Iwamoto_BA10_SCZ,0.05,0.58456
WDTC1,Iwamoto_BA46_SCZ,-0.03,0.429
WDTC1,MaycoxAll,-0.06,0.24572
WDTC1,MaycoxFemale,-0.03,0.36571
WDTC1,MaycoxMale,0,0.52387
WDTC1,PietersenAllParvalbumin,0.09,0.67271
WDTC1,PietersenAllPyramidal,0.1,0.64581
WDTC1,PietersenFemaleParvalbumin,0.49,0.57566
WDTC1,PietersenFemalePyramidal,0.36,0.50844
WDTC1,PietersenMaleParvalbumin,-0.31,0.45412
WDTC1,PietersenMalePyramidal,-0.22,0.72564
C2CD2,hiPSC_Neuron,-0.35,0.04408
C2CD2,BloodmRNA,-0.48,0.0182
C2CD2,DISC1_RNA,-0.6,0.21165
C2CD2,gandalMicro,0.08,1.1e-4
C2CD2,gandalRNAseq,0.09,4e-4
C2CD2,hiPSC_NPC1,-0.17,0.34035
C2CD2,MtSinaiACC,-0.13,0.37243
C2CD2,MtSinaiDLPFC,-0.21,0.22879
C2CD2,MtSinaiMTA,0.14,0.24824
C2CD2,MtSinaiTPA,0.04,0.71785
C2CD2,Stanley,0.01,0.5796
C2CD2,CommonMind_DLPFC,0,0.8962
C2CD2,Deep_Neurons,-0.02,0.82937
C2CD2,Superficial_Neurons,-0.01,0.86506
C2CD2,Superficial_Deep_Neurons,-0.03,0.79453
C2CD2,Lewis_2017_L3,0.15,0.49018
C2CD2,Lewis_2017_L5,0.35,0.12683
C2CD2,Lewis_2015_L3,0.02,0.92243
C2CD2,Lewis_2015_L5,0.28,0.11239
C2CD2,barnesAll,0.12,0.19239
C2CD2,barnesFemale,0.09,0.60384
C2CD2,barnesMale,0.16,0.17512
C2CD2,Iwamoto_BA10_SCZ,0.34,0.01352
C2CD2,Iwamoto_BA46_SCZ,0.07,0.31951
C2CD2,MaycoxAll,0.17,0.02225
C2CD2,MaycoxFemale,0.17,0.17351
C2CD2,MaycoxMale,0.2,0.06264
C2CD2,PietersenAllParvalbumin,0.12,0.87118
C2CD2,PietersenAllPyramidal,0.39,0.52805
C2CD2,PietersenFemaleParvalbumin,0.58,0.5661
C2CD2,PietersenFemalePyramidal,0.43,0.63496
C2CD2,PietersenMaleParvalbumin,-0.34,0.75143
C2CD2,PietersenMalePyramidal,0.35,0.7247
ABCF3,hiPSC_Neuron,-0.14,0.04481
ABCF3,BloodmRNA,0.05,0.759
ABCF3,DISC1_RNA,0.38,0.06434
ABCF3,gandalMicro,-0.05,2.1e-4
ABCF3,gandalRNAseq,0,0.76918
ABCF3,hiPSC_NPC1,-0.11,0.11965
ABCF3,MtSinaiACC,-0.01,0.93956
ABCF3,MtSinaiDLPFC,-0.19,0.09587
ABCF3,MtSinaiMTA,0.04,0.75332
ABCF3,MtSinaiTPA,-0.08,0.41162
ABCF3,Stanley,-0.01,0.76314
ABCF3,CommonMind_DLPFC,0,0.8806
ABCF3,Deep_Neurons,0.08,0.28269
ABCF3,Superficial_Neurons,0.09,0.24282
ABCF3,Superficial_Deep_Neurons,0.18,0.13099
ABCF3,Lewis_2017_L3,-0.19,0.51597
ABCF3,Lewis_2017_L5,0.16,0.60924
ABCF3,Lewis_2015_L3,-0.02,0.83426
ABCF3,Lewis_2015_L5,-0.29,0.0122
ABCF3,barnesAll,-0.22,0.07841
ABCF3,barnesFemale,-0.52,0.0258
ABCF3,barnesMale,0.02,0.88301
ABCF3,Iwamoto_BA10_SCZ,-0.03,0.74452
ABCF3,Iwamoto_BA46_SCZ,-0.1,0.26982
ABCF3,MaycoxAll,0.03,0.65148
ABCF3,MaycoxFemale,-0.15,0.22528
ABCF3,MaycoxMale,0.11,0.27577
ABCF3,PietersenAllParvalbumin,-0.34,0.65877
ABCF3,PietersenAllPyramidal,0.32,0.59025
ABCF3,PietersenFemaleParvalbumin,-0.32,0.75545
ABCF3,PietersenFemalePyramidal,0.18,0.81863
ABCF3,PietersenMaleParvalbumin,-0.35,0.76193
ABCF3,PietersenMalePyramidal,0.48,0.62619
ATMIN,hiPSC_Neuron,-0.15,0.04704
ATMIN,BloodmRNA,0.82,3e-5
ATMIN,DISC1_RNA,-0.19,0.30711
ATMIN,gandalMicro,-0.02,0.16833
ATMIN,gandalRNAseq,-0.05,0.0987
